generation,average
0,15.2
1,18.133333333333333
2,20.7
3,20.9
4,21.866666666666667
5,22.166666666666668
6,22.933333333333334
7,22.066666666666666
8,22.433333333333334
9,22.7
10,22.333333333333332
11,23.366666666666667
12,23.9
13,23.3
14,23.333333333333332
15,24.433333333333334
16,23.533333333333335
17,23.966666666666665
18,24.1
19,24.766666666666666
20,24.466666666666665
